Phone Number,Email,Credit Score,Age Group,Family Background,Income,Lead Source,Product Interest Level,Interaction Frequency,Time Since Last Interaction,Website Visit Count,Intent
+91-9547797961,user314@example.com,580,36-50,Married with Kids,803713,Cold Call,Low,Low,25,11,0
+91-9137622169,user315@example.com,590,51+,Married,970220,Event,High,Medium,9,12,0
+91-7031821576,user316@example.com,590,36-50,Married with Kids,983302,Website,Medium,Medium,5,9,1
+91-8766921873,user317@example.com,580,18-25,Single,839945,Event,High,Medium,7,10,1
+91-7849351024,user318@example.com,540,36-50,Married,445452,Social Media,Medium,High,1,6,0
+91-9443759825,user319@example.com,550,26-35,Single,544783,Event,High,Low,29,8,0
+91-8926024557,user320@example.com,540,51+,Married with Kids,420057,Cold Call,Low,Low,19,5,1
+91-8274908090,user321@example.com,560,18-25,Single,626925,Referral,High,High,2,9,0
+91-7710314136,user322@example.com,550,51+,Married with Kids,565994,Cold Call,Low,High,1,8,1
+91-9859349819,user323@example.com,590,26-35,Single,928457,Social Media,Medium,Low,29,11,1
+91-7264786546,user324@example.com,580,26-35,Single,862277,Website,Medium,Medium,8,10,1
+91-8322567233,user325@example.com,580,26-35,Single,856547,Event,High,Low,14,11,1
+91-8536615923,user326@example.com,540,36-50,Married with Kids,461652,Website,Medium,Medium,8,4,0
+91-7489532323,user327@example.com,570,36-50,Married,706752,Social Media,Medium,Low,29,10,0
+91-8837313409,user328@example.com,530,51+,Married,390886,Event,High,Low,14,4,1
+91-8698408043,user329@example.com,560,51+,Married with Kids,636119,Cold Call,Low,High,1,9,0
+91-7906569346,user330@example.com,520,18-25,Single,213768,Cold Call,Low,High,2,2,0
+91-8357420126,user331@example.com,580,18-25,Single,871271,Social Media,Medium,Medium,7,11,0
+91-9423603721,user332@example.com,540,51+,Married,447236,Event,High,Medium,8,7,0
+91-7288878858,user333@example.com,590,36-50,Married,977311,Cold Call,Low,Low,29,9,0
+91-9823383132,user334@example.com,590,26-35,Single,974802,Social Media,Medium,High,1,12,1
+91-8596190285,user335@example.com,570,51+,Married,729112,Social Media,Medium,Medium,10,10,0
+91-9418927388,user336@example.com,510,18-25,Single,188741,Website,Medium,Medium,10,1,0
+91-8634343889,user337@example.com,510,36-50,Married with Kids,118830,Cold Call,Low,Medium,9,2,0
+91-8689441222,user338@example.com,540,51+,Married,417188,Event,High,Low,27,6,0
+91-9336422756,user339@example.com,590,51+,Married with Kids,960380,Cold Call,Low,Medium,4,9,1
+91-9710151092,user340@example.com,510,36-50,Married with Kids,169202,Cold Call,Low,Medium,8,4,0
+91-9127010577,user341@example.com,530,51+,Married,399189,Cold Call,Low,High,2,6,0
+91-8068106160,user342@example.com,530,36-50,Married,317394,Social Media,Medium,High,1,3,0
+91-8700309625,user343@example.com,560,26-35,Married,610473,Referral,High,High,1,8,1
+91-9215933882,user344@example.com,530,36-50,Married,302123,Referral,High,Low,16,5,0
+91-9295840773,user345@example.com,590,36-50,Married with Kids,993941,Website,Medium,High,3,12,0
+91-9938052853,user346@example.com,520,36-50,Married,257699,Cold Call,Low,High,3,2,0
+91-9628038518,user347@example.com,530,51+,Married with Kids,377342,Referral,High,High,2,3,0
+91-7827167976,user348@example.com,590,51+,Married with Kids,955953,Website,Medium,High,3,11,0
+91-9554854612,user349@example.com,560,36-50,Married with Kids,604655,Social Media,Medium,Medium,4,7,1
+91-7101875690,user350@example.com,570,51+,Married,730759,Cold Call,Low,Low,15,9,0
+91-9415301451,user351@example.com,590,18-25,Single,915907,Event,High,Medium,9,10,1
+91-7270422453,user352@example.com,530,18-25,Single,336824,Social Media,Medium,Medium,10,6,0
+91-9843696630,user353@example.com,560,51+,Married,612214,Website,Medium,Low,26,7,0
+91-7876721046,user354@example.com,510,51+,Married,119403,Social Media,Medium,Medium,8,3,1
+91-7764523208,user355@example.com,510,36-50,Married,103681,Event,High,High,3,4,0
+91-9991195228,user356@example.com,540,26-35,Married,453699,Social Media,Medium,Low,12,4,1
+91-8521478993,user357@example.com,590,51+,Married with Kids,979554,Website,Medium,Medium,7,9,1
+91-9084406624,user358@example.com,570,18-25,Single,739548,Event,High,Medium,4,7,1
+91-8297432353,user359@example.com,570,36-50,Married with Kids,797652,Event,High,High,2,10,0
+91-7711868445,user360@example.com,570,51+,Married with Kids,729674,Social Media,Medium,Medium,10,9,0
+91-7861382978,user361@example.com,580,18-25,Single,857666,Event,High,Medium,8,9,0
+91-8484316122,user362@example.com,540,18-25,Single,498845,Social Media,Medium,Medium,8,5,0
+91-7424448441,user363@example.com,510,26-35,Single,193246,Cold Call,Low,Low,16,1,0
+91-7387089255,user364@example.com,510,36-50,Married with Kids,195864,Event,High,Low,27,2,0
+91-9600801023,user365@example.com,530,36-50,Married,308886,Social Media,Medium,Medium,4,5,0
+91-8467259445,user366@example.com,530,26-35,Married,370561,Cold Call,Low,Medium,5,6,0
+91-9022922230,user367@example.com,540,26-35,Single,481032,Event,High,High,1,5,1
+91-8008693722,user368@example.com,520,36-50,Married,265837,Cold Call,Low,Low,15,5,1
+91-8755550795,user369@example.com,590,36-50,Married,960931,Event,High,Low,22,11,0
+91-8391212711,user370@example.com,530,51+,Married with Kids,345160,Website,Medium,Low,28,5,1
+91-8169499609,user371@example.com,520,51+,Married,287646,Website,Medium,Medium,9,5,0
+91-7872583608,user372@example.com,550,26-35,Married,583761,Social Media,Medium,High,2,6,0
+91-8984904485,user373@example.com,580,51+,Married with Kids,883566,Referral,High,High,1,10,0
+91-9405408003,user374@example.com,590,18-25,Single,914107,Website,Medium,Medium,7,10,1
+91-8549464294,user375@example.com,530,51+,Married with Kids,356681,Referral,High,Medium,8,3,0
+91-8584677489,user376@example.com,550,51+,Married,565483,Cold Call,Low,High,3,8,0
+91-8952406712,user377@example.com,570,18-25,Single,795923,Cold Call,Low,High,1,10,1
+91-7507774426,user378@example.com,560,26-35,Single,635620,Referral,High,Low,19,6,0
+91-9399570847,user379@example.com,580,18-25,Single,879105,Social Media,Medium,Medium,8,8,1
+91-7826188257,user380@example.com,590,51+,Married with Kids,905609,Event,High,Low,29,12,0
+91-7238298088,user381@example.com,530,26-35,Single,320326,Referral,High,High,3,4,1
+91-8803150567,user382@example.com,580,51+,Married with Kids,823807,Referral,High,Low,17,8,0
+91-8009832320,user383@example.com,530,18-25,Single,361849,Referral,High,High,3,3,1
+91-8044114132,user384@example.com,540,18-25,Single,419248,Referral,High,High,1,5,1
+91-8654470661,user385@example.com,540,51+,Married,446479,Referral,High,Low,14,7,1
+91-8436585796,user386@example.com,540,36-50,Married with Kids,477082,Social Media,Medium,Medium,10,5,0
+91-9312175370,user387@example.com,510,36-50,Married,180730,Website,Medium,Low,14,3,1
+91-9675927042,user388@example.com,540,18-25,Single,498167,Event,High,Low,11,5,1
+91-8389231345,user389@example.com,530,18-25,Single,337474,Website,Medium,Medium,10,5,0
+91-9858397347,user390@example.com,530,36-50,Married,390477,Referral,High,Medium,8,6,1
+91-7460183789,user391@example.com,530,36-50,Married with Kids,383817,Website,Medium,Low,18,5,0
+91-9776369681,user392@example.com,560,51+,Married with Kids,665158,Social Media,Medium,High,1,9,0
+91-7414396632,user393@example.com,530,51+,Married with Kids,353017,Cold Call,Low,Low,21,4,0
+91-8879633333,user394@example.com,570,36-50,Married with Kids,751824,Website,Medium,High,2,8,0
+91-9524690324,user395@example.com,540,51+,Married,433245,Event,High,Medium,4,6,0
+91-7784365331,user396@example.com,590,51+,Married,909253,Social Media,Medium,Medium,10,12,0
+91-9541521426,user397@example.com,510,26-35,Single,125494,Cold Call,Low,High,1,1,0
+91-8714177373,user398@example.com,570,51+,Married with Kids,723765,Social Media,Medium,Low,21,8,0
+91-9591603657,user399@example.com,540,18-25,Single,488227,Referral,High,Medium,5,6,1
+91-9265114842,user400@example.com,580,51+,Married,829520,Cold Call,Low,High,1,8,0
+91-7573992717,user401@example.com,540,51+,Married,474842,Event,High,High,2,4,0
+91-8535749326,user402@example.com,540,36-50,Married with Kids,473704,Cold Call,Low,Low,30,4,0
+91-9474217708,user403@example.com,540,18-25,Single,494051,Event,High,High,2,6,0
+91-8302510963,user404@example.com,530,51+,Married with Kids,380790,Referral,High,High,2,3,0
+91-9570878077,user405@example.com,520,51+,Married,223777,Event,High,Low,26,2,0
+91-7372071259,user406@example.com,570,26-35,Married,701648,Social Media,Medium,Medium,6,10,1
+91-8250633271,user407@example.com,530,51+,Married,399479,Website,Medium,Medium,9,3,0
+91-7507361223,user408@example.com,590,51+,Married,955783,Social Media,Medium,Medium,9,10,0
+91-8251526482,user409@example.com,520,26-35,Married,233501,Social Media,Medium,High,2,2,0
+91-9921428327,user410@example.com,540,36-50,Married,404094,Cold Call,Low,High,1,4,1
+91-9193277758,user411@example.com,560,51+,Married with Kids,684942,Referral,High,Low,13,6,0
+91-8278122657,user412@example.com,540,26-35,Single,469566,Website,Medium,High,3,5,0
+91-7732757253,user413@example.com,540,18-25,Single,472078,Event,High,High,1,6,1
+91-7893101381,user414@example.com,520,36-50,Married,219975,Cold Call,Low,Medium,10,3,1
+91-8884713962,user415@example.com,580,18-25,Single,823503,Referral,High,High,3,9,0
+91-9062553068,user416@example.com,540,18-25,Single,453330,Website,Medium,High,3,5,0
+91-8025738730,user417@example.com,540,26-35,Single,466378,Social Media,Medium,High,2,5,0
+91-7900653897,user418@example.com,570,51+,Married with Kids,726614,Referral,High,Low,23,10,0
+91-8659592799,user419@example.com,510,26-35,Married,177527,Referral,High,High,2,1,0
+91-8714205787,user420@example.com,540,26-35,Single,448848,Referral,High,Low,17,6,0
+91-7076462618,user421@example.com,550,26-35,Married,532601,Social Media,Medium,Medium,10,7,1
+91-7431892298,user422@example.com,520,26-35,Married,266991,Event,High,High,1,5,0
+91-9416312835,user423@example.com,510,36-50,Married,196952,Cold Call,Low,Low,17,1,0
+91-8694833288,user424@example.com,590,51+,Married,947214,Event,High,Medium,8,11,0
+91-8246964720,user425@example.com,540,18-25,Single,433260,Website,Medium,High,3,6,0
+91-8093878921,user426@example.com,550,18-25,Single,565806,Cold Call,Low,Low,21,5,0
+91-9981283713,user427@example.com,590,51+,Married,976058,Website,Medium,Low,27,11,1
+91-7281254242,user428@example.com,550,18-25,Single,533603,Social Media,Medium,Medium,10,7,1
+91-7079679983,user429@example.com,570,51+,Married,771183,Event,High,High,1,9,1
+91-9664604212,user430@example.com,510,18-25,Single,146015,Referral,High,High,3,4,1
+91-7279982295,user431@example.com,520,26-35,Single,202877,Cold Call,Low,High,3,2,1
+91-9855814530,user432@example.com,530,18-25,Single,377483,Referral,High,Low,13,5,0
+91-9149210771,user433@example.com,560,51+,Married,623165,Website,Medium,High,1,7,0
+91-8585752161,user434@example.com,570,51+,Married,758851,Referral,High,Low,23,9,1
+91-9768227467,user435@example.com,540,51+,Married with Kids,493922,Referral,High,Low,23,6,0
+91-7195341543,user436@example.com,570,51+,Married,721781,Social Media,Medium,Medium,7,10,0
+91-8746445101,user437@example.com,570,51+,Married with Kids,771088,Social Media,Medium,Low,20,8,1
+91-9800362015,user438@example.com,550,36-50,Married,596753,Event,High,Medium,8,8,1
+91-9988094938,user439@example.com,580,36-50,Married,815768,Website,Medium,Medium,4,11,0
+91-9908750864,user440@example.com,540,18-25,Single,491670,Social Media,Medium,High,2,7,0
+91-8012444663,user441@example.com,550,51+,Married with Kids,531739,Social Media,Medium,Medium,9,7,0
+91-9456625886,user442@example.com,570,18-25,Single,745936,Event,High,High,3,8,0
+91-7619390104,user443@example.com,530,51+,Married with Kids,387307,Cold Call,Low,Medium,6,5,0
+91-8996312923,user444@example.com,570,51+,Married,773078,Event,High,Low,16,8,1
+91-8297705926,user445@example.com,570,36-50,Married with Kids,711796,Referral,High,High,3,9,0
+91-8641994426,user446@example.com,580,36-50,Married with Kids,839127,Referral,High,Low,12,9,0
+91-9902473193,user447@example.com,540,26-35,Married,401763,Social Media,Medium,High,2,5,1
+91-9799693903,user448@example.com,530,36-50,Married with Kids,374270,Social Media,Medium,Low,29,4,0
+91-9635596984,user449@example.com,560,26-35,Married,689214,Event,High,Medium,6,8,1
+91-9643486879,user450@example.com,510,26-35,Married,140633,Event,High,High,1,1,0
+91-7603615935,user451@example.com,530,26-35,Single,308726,Website,Medium,High,2,3,1
+91-9490916542,user452@example.com,510,26-35,Married,103317,Referral,High,High,3,1,0
+91-7241608249,user453@example.com,540,26-35,Married,407124,Event,High,Medium,10,7,0
+91-7531135904,user454@example.com,590,18-25,Single,930547,Cold Call,Low,Low,12,12,0
+91-8580683727,user455@example.com,580,36-50,Married,817006,Website,Medium,Medium,8,10,0
+91-8419336756,user456@example.com,590,26-35,Married,929590,Event,High,Medium,8,9,0
+91-7630094721,user457@example.com,580,51+,Married with Kids,811323,Social Media,Medium,Medium,10,8,0
+91-8448467885,user458@example.com,550,36-50,Married with Kids,540847,Event,High,Low,30,7,1
+91-8802059598,user459@example.com,580,36-50,Married with Kids,804676,Social Media,Medium,Medium,10,9,0
+91-7235266594,user460@example.com,540,26-35,Married,467508,Social Media,Medium,High,3,4,1
+91-7148021084,user461@example.com,550,18-25,Single,552558,Referral,High,Medium,8,7,1
+91-9996739724,user462@example.com,530,26-35,Single,377648,Referral,High,Low,23,5,1
+91-7168218326,user463@example.com,580,18-25,Single,823953,Event,High,High,3,8,1
+91-7646362320,user464@example.com,550,51+,Married with Kids,519876,Event,High,Low,29,5,0
+91-8913598573,user465@example.com,590,36-50,Married,923628,Cold Call,Low,Medium,7,10,0
+91-7365516311,user466@example.com,590,51+,Married,952370,Website,Medium,Low,19,12,0
+91-8804041672,user467@example.com,540,18-25,Single,419532,Website,Medium,High,1,7,0
+91-9099910590,user468@example.com,530,18-25,Single,312369,Event,High,Low,18,6,0
+91-7475569460,user469@example.com,560,51+,Married with Kids,679789,Referral,High,High,2,9,0
+91-7142717543,user470@example.com,580,18-25,Single,808669,Cold Call,Low,High,3,11,0
+91-9682686732,user471@example.com,510,51+,Married with Kids,127043,Website,Medium,Medium,9,4,1
+91-9152627166,user472@example.com,510,36-50,Married with Kids,133635,Event,High,Medium,5,2,1
+91-7684198323,user473@example.com,530,51+,Married with Kids,310387,Referral,High,High,2,4,1
+91-8304301099,user474@example.com,510,36-50,Married,180691,Referral,High,Low,18,3,0
+91-8812079552,user475@example.com,550,51+,Married with Kids,599730,Referral,High,High,1,7,0
+91-8103772171,user476@example.com,590,18-25,Single,919564,Social Media,Medium,Medium,4,12,1
+91-8230497698,user477@example.com,590,51+,Married with Kids,901798,Referral,High,Low,26,10,0
+91-7910940540,user478@example.com,510,18-25,Single,193944,Event,High,High,1,4,1
+91-7311364686,user479@example.com,580,51+,Married with Kids,827467,Cold Call,Low,Medium,6,9,1
+91-7026774819,user480@example.com,550,51+,Married,555796,Event,High,High,2,6,0
+91-9608410394,user481@example.com,560,26-35,Single,615578,Referral,High,High,2,9,0
+91-9985881280,user482@example.com,510,18-25,Single,139236,Cold Call,Low,High,2,4,0
+91-8539390762,user483@example.com,530,26-35,Married,366294,Website,Medium,Low,29,6,0
+91-8294856621,user484@example.com,540,18-25,Single,473513,Website,Medium,Medium,10,6,0
+91-8516654387,user485@example.com,590,26-35,Married,905855,Event,High,Medium,5,12,1
+91-7718789194,user486@example.com,560,36-50,Married,628425,Cold Call,Low,High,2,8,0
+91-7932578421,user487@example.com,560,51+,Married,654280,Event,High,High,3,8,0
+91-9341169434,user488@example.com,590,18-25,Single,996972,Cold Call,Low,High,1,11,0
+91-9569076238,user489@example.com,520,18-25,Single,215140,Cold Call,Low,Low,25,4,0
+91-9562751789,user490@example.com,520,51+,Married,275993,Event,High,Medium,8,3,1
+91-8942804341,user491@example.com,570,18-25,Single,745513,Cold Call,Low,High,1,9,0
+91-7515916929,user492@example.com,550,18-25,Single,572585,Referral,High,Medium,4,5,1
+91-7469369337,user493@example.com,590,26-35,Single,953349,Cold Call,Low,High,1,11,1
+91-8423164351,user494@example.com,540,18-25,Single,435834,Cold Call,Low,Medium,4,5,1
+91-7584177925,user495@example.com,530,36-50,Married,396379,Event,High,High,1,5,0
+91-8901229174,user496@example.com,530,36-50,Married,310047,Website,Medium,Low,12,3,0
+91-7973051381,user497@example.com,560,51+,Married,643410,Social Media,Medium,High,1,9,1
+91-8892885504,user498@example.com,530,18-25,Single,386100,Cold Call,Low,High,1,6,1
+91-7962277477,user499@example.com,510,51+,Married,163879,Social Media,Medium,High,2,4,1
+91-8001914547,user500@example.com,560,36-50,Married,682848,Cold Call,Low,High,3,6,0
+91-8866934076,user501@example.com,540,18-25,Single,472454,Event,High,High,1,5,0
+91-9384769808,user502@example.com,580,18-25,Single,824045,Event,High,Medium,8,11,1
+91-7392774481,user503@example.com,530,51+,Married,337268,Cold Call,Low,Medium,10,6,0
+91-8674453111,user504@example.com,550,36-50,Married,579280,Event,High,Low,26,8,0
+91-7535657166,user505@example.com,560,18-25,Single,607656,Event,High,High,2,8,0
+91-8838577019,user506@example.com,580,51+,Married,887600,Cold Call,Low,Medium,6,9,1
+91-8636663589,user507@example.com,540,36-50,Married,407268,Website,Medium,Medium,8,5,0
